latitude,longitude,mag,magType,time,place,depth,mag_group,date
13.673,120.815,5.5,mw,1989-03-16 13:33:37.300000+00:00,"6 km WNW of Tingloy, Philippines",136.5,5.0-5.9,1989-Mar-16
14.181,124.4,5.0,mb,1989-02-25 23:07:42.190000+00:00,"29 km ENE of Pandan, Philippines",26.2,5.0-5.9,1989-Feb-25
14.159,124.36,5.7,mw,1989-02-24 07:33:48.940000+00:00,"24 km ENE of Pandan, Philippines",23.8,5.0-5.9,1989-Feb-24
12.401,124.767,5.0,mb,1988-12-28 05:53:31.680000+00:00,"10 km SSW of Nenita, Philippines",33.0,5.0-5.9,1988-Dec-28
13.496,124.563,5.1,mw,1988-12-12 15:44:20.890000+00:00,"31 km ESE of Bato, Philippines",38.9,5.0-5.9,1988-Dec-12
13.208,120.082,5.0,ms,1988-12-05 21:31:14.750000+00:00,"46 km SW of Harrison, Philippines",41.6,5.0-5.9,1988-Dec-05
13.363,124.562,5.2,mb,1988-12-04 08:29:30.670000+00:00,"39 km SE of Bato, Philippines",33.0,5.0-5.9,1988-Dec-04
18.657,120.906,5.2,mw,1988-12-03 16:42:00.790000+00:00,"16 km NE of Pagudpud, Philippines",55.5,5.0-5.9,1988-Dec-03
12.399,124.537,6.6,mw,1988-11-17 06:55:46.060000+00:00,"10 km W of Polañge, Philippines",19.3,6.0-6.9,1988-Nov-17
11.422,122.073,5.7,mw,1988-11-07 07:39:29.120000+00:00,"1 km ESE of Culasi, Philippines",26.9,5.0-5.9,1988-Nov-07
13.608,120.922,5.2,mw,1988-11-03 05:25:39.690000+00:00,"8 km SE of Tingloy, Philippines",135.0,5.0-5.9,1988-Nov-03
12.146,124.777,5.0,mb,1988-10-18 09:40:20.910000+00:00,"15 km NNE of Napuro, Philippines",137.1,5.0-5.9,1988-Oct-18
11.419,124.22,5.0,mb,1988-09-23 07:46:20.890000+00:00,"14 km W of Tabing, Philippines",43.2,5.0-5.9,1988-Sep-23
15.963,120.18,5.0,mb,1988-09-20 11:58:15.090000+00:00,"2 km NNW of Laguit Centro, Philippines",34.0,5.0-5.9,1988-Sep-20
14.912,119.887,5.0,mb,1988-09-19 01:03:13.240000+00:00,"20 km WSW of San Nicolas, Philippines",42.4,5.0-5.9,1988-Sep-19
11.367,122.226,5.0,mb,1988-08-26 08:42:36.650000+00:00,"6 km WSW of Manika, Philippines",49.7,5.0-5.9,1988-Aug-26
13.76,120.577,5.5,mw,1988-08-08 05:04:28.010000+00:00,"9 km SW of Calatagan, Philippines",93.6,5.0-5.9,1988-Aug-08
14.906,119.872,5.0,mw,1988-08-07 06:23:56.090000+00:00,"22 km WSW of San Nicolas, Philippines",38.3,5.0-5.9,1988-Aug-07
15.071,119.855,5.6,ms,1988-07-26 19:04:30.140000+00:00,"22 km WSW of Maloma, Philippines",47.0,5.0-5.9,1988-Jul-26
17.805,122.826,5.0,ms,1988-07-24 05:47:11.910000+00:00,"91 km NNE of Dicabisagan, Philippines",33.0,5.0-5.9,1988-Jul-24
18.606,121.013,5.7,mw,1988-06-24 02:06:26.310000+00:00,"7 km W of Claveria, Philippines",53.4,5.0-5.9,1988-Jun-24
12.288,121.094,5.6,mw,1988-06-20 13:35:44.760000+00:00,"4 km NNW of Santa Teresa, Philippines",33.0,5.0-5.9,1988-Jun-20
12.093,121.024,5.0,mb,1988-06-19 21:28:28.020000+00:00,"20 km SSW of Santa Teresa, Philippines",33.0,5.0-5.9,1988-Jun-19
12.132,121.098,5.4,mb,1988-06-19 20:24:12.990000+00:00,"13 km S of Santa Teresa, Philippines",33.0,5.0-5.9,1988-Jun-19
12.376,121.067,6.2,mw,1988-06-19 20:19:52.690000+00:00,"1 km NNE of Bagong Sikat, Philippines",16.7,6.0-6.9,1988-Jun-19
13.439,120.523,5.0,mb,1988-06-17 02:22:49.350000+00:00,"7 km ENE of Paluan, Philippines",62.4,5.0-5.9,1988-Jun-17
14.853,120.165,5.2,mb,1988-05-08 19:52:49.240000+00:00,"7 km WSW of Subic, Philippines",78.6,5.0-5.9,1988-May-08
14.942,120.135,5.9,mw,1988-05-08 19:44:55.190000+00:00,"1 km WNW of San Agustin, Philippines",49.7,5.0-5.9,1988-May-08
13.717,124.812,5.4,mw,1988-04-24 02:37:25.520000+00:00,"46 km E of Gigmoto, Philippines",42.9,5.0-5.9,1988-Apr-24
13.385,120.386,5.6,mw,1988-04-08 04:42:30.770000+00:00,"8 km SW of Harrison, Philippines",31.8,5.0-5.9,1988-Apr-08
13.44,120.566,5.2,mb,1988-04-08 01:33:42.950000+00:00,"11 km ENE of Paluan, Philippines",50.9,5.0-5.9,1988-Apr-08
13.295,120.393,5.8,mw,1988-04-05 15:36:56.860000+00:00,"15 km SSW of Paluan, Philippines",30.1,5.0-5.9,1988-Apr-05
17.914,121.384,5.1,mb,1988-03-23 12:18:57.210000+00:00,"14 km NNE of Conner, Philippines",33.9,5.0-5.9,1988-Mar-23
13.954,119.301,5.0,mb,1988-03-13 09:27:15.980000+00:00,"81 km W of Cabra, Philippines",37.0,5.0-5.9,1988-Mar-13
13.453,124.632,5.6,mw,1988-02-24 17:18:00.910000+00:00,"39 km ESE of Bato, Philippines",31.3,5.0-5.9,1988-Feb-24
13.318,124.811,5.6,ms,1988-02-24 08:44:54.610000+00:00,"64 km ESE of Bato, Philippines",33.0,5.0-5.9,1988-Feb-24
13.477,124.616,7.3,mw,1988-02-24 03:52:03.290000+00:00,"37 km ESE of Bato, Philippines",24.9,7.0-7.9,1988-Feb-24
12.845,124.77,6.4,mw,1987-11-18 16:27:05.270000+00:00,"34 km N of Bugko, Philippines",22.2,6.0-6.9,1987-Nov-18
16.854,120.013,5.1,mw,1987-10-14 17:05:11.530000+00:00,"39 km WNW of Bacnotan, Philippines",60.7,5.0-5.9,1987-Oct-14
14.269,124.253,5.0,mb,1987-10-08 08:51:10.180000+00:00,"Catanduanes, Philippines",12.0,5.0-5.9,1987-Oct-08
13.324,120.942,5.3,mb,1987-09-18 10:26:48.590000+00:00,"14 km SSW of San Teodoro, Philippines",33.0,5.0-5.9,1987-Sep-18
17.421,120.528,5.1,mb,1987-09-08 19:28:28.650000+00:00,"5 km E of Narvacan, Philippines",31.5,5.0-5.9,1987-Sep-08
17.291,121.356,5.9,mw,1987-06-18 10:01:07.300000+00:00,"12 km WNW of Paracelis, Philippines",42.8,5.0-5.9,1987-Jun-18
15.576,119.393,5.0,mb,1987-06-01 23:00:46.990000+00:00,"54 km WSW of Bolitoc, Philippines",38.4,5.0-5.9,1987-Jun-01
16.066,120.301,6.9,mw,1987-04-25 12:16:52.440000+00:00,"4 km N of Canaoalan, Philippines",107.0,6.0-6.9,1987-Apr-25
15.877,120.226,5.6,mb,1987-04-25 12:16:48.780000+00:00,"1 km SW of Aguilar, Philippines",106.0,5.0-5.9,1987-Apr-25
14.58,119.141,5.1,mb,1987-02-26 13:24:06.980000+00:00,"108 km WSW of San Nicolas, Philippines",32.0,5.0-5.9,1987-Feb-26
18.808,121.08,5.6,mw,1987-02-25 15:20:18.430000+00:00,"22 km N of Claveria, Philippines",16.0,5.0-5.9,1987-Feb-25
17.704,119.669,5.0,mb,1987-02-11 10:50:24.570000+00:00,"73 km W of Puro Pinget, Philippines",40.2,5.0-5.9,1987-Feb-11
18.831,120.981,6.0,mw,1987-02-11 06:12:53.390000+00:00,"26 km NNW of Claveria, Philippines",23.5,6.0-6.9,1987-Feb-11
15.22,119.88,5.8,mw,1986-12-29 15:49:59.190000+00:00,"15 km WSW of Purac, Philippines",53.1,5.0-5.9,1986-Dec-29
15.293,120.08,5.3,mb,1986-12-19 07:48:26.780000+00:00,"1 km ENE of San Juan, Philippines",83.2,5.0-5.9,1986-Dec-19
14.124,120.528,5.2,mb,1986-11-05 17:32:36.940000+00:00,"11 km WSW of Looc, Philippines",97.7,5.0-5.9,1986-Nov-05
14.361,124.437,5.2,mb,1986-10-01 06:51:25.500000+00:00,"45 km NE of Pandan, Philippines",10.0,5.0-5.9,1986-Oct-01
12.514,124.478,5.3,mb,1986-08-19 22:41:35.850000+00:00,"9 km W of Bobon, Philippines",98.4,5.0-5.9,1986-Aug-19
14.099,120.335,5.5,mw,1986-08-09 00:53:12.630000+00:00,"31 km WNW of San Diego, Philippines",80.0,5.0-5.9,1986-Aug-09
14.437,121.843,5.2,mw,1986-06-12 09:26:49.820000+00:00,"26 km NNE of Cagsiay, Philippines",33.0,5.0-5.9,1986-Jun-12
16.56,120.857,5.1,mb,1986-04-28 03:47:34.880000+00:00,"14 km NE of Ambuclao, Philippines",8.7,5.0-5.9,1986-Apr-28
16.311,120.035,5.1,mb,1986-03-27 13:08:38.810000+00:00,"2 km E of Tondol, Philippines",79.5,5.0-5.9,1986-Mar-27
18.131,119.969,5.0,mb,1986-03-13 02:46:23.410000+00:00,"55 km W of Callaguip, Philippines",49.0,5.0-5.9,1986-Mar-13
18.945,121.304,6.0,mw,1986-02-19 11:40:27.550000+00:00,"39 km NNE of Namuac, Philippines",77.4,6.0-6.9,1986-Feb-19
12.78,122.263,5.0,mb,1986-01-23 05:51:03.030000+00:00,"18 km N of Alad, Philippines",33.0,5.0-5.9,1986-Jan-23
13.685,120.822,5.7,mw,1986-01-16 15:45:06.740000+00:00,"5 km WNW of Tingloy, Philippines",223.2,5.0-5.9,1986-Jan-16
13.667,120.194,5.7,mw,1985-11-04 21:23:08.850000+00:00,"8 km SW of Looc, Philippines",77.4,5.0-5.9,1985-Nov-04
13.445,125.031,5.0,mb,1985-10-31 11:27:53.480000+00:00,"78 km ESE of Gigmoto, Philippines",35.7,5.0-5.9,1985-Oct-31
16.052,124.131,5.0,mb,1985-10-26 19:18:56.880000+00:00,"215 km ESE of Dicabisagan, Philippines",25.8,5.0-5.9,1985-Oct-26
13.687,120.771,5.0,mb,1985-09-10 04:50:12.170000+00:00,"11 km WNW of Tingloy, Philippines",139.1,5.0-5.9,1985-Sep-10
17.093,119.267,5.0,mb,1985-09-02 01:32:53.430000+00:00,"102 km NW of Binabalian, Philippines",40.6,5.0-5.9,1985-Sep-02
16.915,119.864,5.0,mb,1985-08-30 21:21:26.540000+00:00,"55 km N of Binabalian, Philippines",33.0,5.0-5.9,1985-Aug-30
16.982,119.938,5.4,mb,1985-08-30 20:27:10.730000+00:00,"50 km WNW of Rimus, Philippines",28.5,5.0-5.9,1985-Aug-30
13.914,120.775,5.0,mb,1985-08-23 16:55:05.290000+00:00,"4 km WSW of Calaca, Philippines",177.5,5.0-5.9,1985-Aug-23
16.9,120.186,6.1,mw,1985-08-09 19:59:44.070000+00:00,"22 km W of Rimus, Philippines",21.7,6.0-6.9,1985-Aug-09
14.637,123.886,5.0,mb,1985-07-24 11:38:04.490000+00:00,"72 km NNW of Pandan, Philippines",33.0,5.0-5.9,1985-Jul-24
14.686,123.871,5.4,mw,1985-07-24 07:57:54.470000+00:00,"77 km NNW of Pandan, Philippines",33.0,5.0-5.9,1985-Jul-24
17.495,121.353,5.0,mb,1985-07-15 15:54:30.770000+00:00,"12 km W of Tabuk, Philippines",146.5,5.0-5.9,1985-Jul-15
15.801,122.703,5.0,mb,1985-06-01 18:11:01.120000+00:00,"115 km NE of Karligan, Philippines",33.0,5.0-5.9,1985-Jun-01
15.392,119.911,5.2,mw,1985-05-27 06:22:22.840000+00:00,"2 km WSW of Liozon, Philippines",64.8,5.0-5.9,1985-May-27
16.549,120.917,5.0,mb,1985-05-24 23:50:59.720000+00:00,"18 km SSE of Amlimay, Philippines",11.8,5.0-5.9,1985-May-24
16.474,120.918,5.4,ms,1985-05-13 03:40:56.500000+00:00,"15 km NW of Salinas, Philippines",10.0,5.0-5.9,1985-May-13
16.498,120.815,6.1,mw,1985-04-24 01:07:14.510000+00:00,"7 km ENE of Ambuclao, Philippines",33.0,6.0-6.9,1985-Apr-24
15.344,120.61,7.0,mw,1985-04-23 16:15:12.020000+00:00,"1 km ENE of Santo Cristo, Philippines",188.4,7.0-7.9,1985-Apr-23
14.874,123.529,5.3,mb,1985-04-07 12:42:35.780000+00:00,"98 km NE of Sabang Indan, Philippines",25.2,5.0-5.9,1985-Apr-07
13.393,124.668,5.1,mb,1985-04-02 14:35:50.340000+00:00,"46 km ESE of Bato, Philippines",47.7,5.0-5.9,1985-Apr-02
13.053,120.623,5.1,mb,1985-03-27 17:28:11.390000+00:00,"11 km WSW of Santa Cruz, Philippines",57.0,5.0-5.9,1985-Mar-27
15.918,122.189,5.2,mb,1985-03-05 04:14:48.610000+00:00,"68 km SE of Dumabato, Philippines",48.7,5.0-5.9,1985-Mar-05
15.352,121.47,5.0,mb,1985-02-16 14:44:01.190000+00:00,"9 km ESE of Dingalan, Philippines",33.0,5.0-5.9,1985-Feb-16
16.592,122.38,5.7,mw,1985-01-12 04:51:39.710000+00:00,"44 km ESE of Dicamay, Philippines",44.0,5.0-5.9,1985-Jan-12
16.476,122.333,5.1,mb,1985-01-12 04:47:41.390000+00:00,"46 km SE of Dicamay, Philippines",53.6,5.0-5.9,1985-Jan-12
17.017,120.851,5.5,mw,1984-11-14 05:50:13.700000+00:00,"4 km NE of Tadian, Philippines",116.1,5.0-5.9,1984-Nov-14
18.586,119.125,5.0,mb,1984-10-05 02:41:32.840000+00:00,"153 km W of Davila, Philippines",30.0,5.0-5.9,1984-Oct-05
12.021,122.582,5.6,mw,1984-09-26 01:39:12.470000+00:00,"31 km S of Taclobo, Philippines",29.1,5.0-5.9,1984-Sep-26
18.424,120.923,5.8,mw,1984-09-22 21:18:57.980000+00:00,"20 km SE of Bangui, Philippines",46.2,5.0-5.9,1984-Sep-22
12.898,124.666,5.4,mw,1984-08-20 01:12:34.090000+00:00,"40 km NE of Biri, Philippines",90.7,5.0-5.9,1984-Aug-20
18.394,120.811,5.6,mw,1984-08-12 16:51:19.620000+00:00,"16 km SSE of Bangui, Philippines",13.1,5.0-5.9,1984-Aug-12
15.791,120.76,5.0,mb,1984-07-27 18:57:54.530000+00:00,"2 km SW of Baloy, Philippines",164.5,5.0-5.9,1984-Jul-27
13.327,124.738,5.6,mw,1984-06-04 21:23:58.970000+00:00,"Catanduanes, Philippines",52.6,5.0-5.9,1984-Jun-04
13.856,120.571,5.1,mb,1984-05-12 13:38:47.440000+00:00,"7 km W of Balitoc, Philippines",120.5,5.0-5.9,1984-May-12
14.871,119.888,5.0,mb,1984-05-11 15:10:37.950000+00:00,"22 km WSW of San Nicolas, Philippines",45.7,5.0-5.9,1984-May-11
18.711,120.832,5.0,mb,1984-05-11 07:01:59.740000+00:00,"17 km NNE of Pagudpud, Philippines",16.4,5.0-5.9,1984-May-11
17.154,122.539,5.0,mb,1984-05-01 09:39:29.720000+00:00,"15 km ENE of Dicabisagan, Philippines",33.0,5.0-5.9,1984-May-01
18.307,121.448,5.0,mb,1984-04-06 02:54:55.410000+00:00,"3 km SSW of Guiddam, Philippines",105.3,5.0-5.9,1984-Apr-06
12.364,123.875,5.9,mw,1984-01-24 16:22:21.270000+00:00,"12 km ESE of Batuan, Philippines",24.4,5.0-5.9,1984-Jan-24
18.366,120.955,5.0,mb,1983-09-23 18:59:13.680000+00:00,"27 km SE of Bangui, Philippines",35.9,5.0-5.9,1983-Sep-23
17.974,120.766,5.6,mb,1983-09-16 23:10:47.870000+00:00,"8 km S of Padong, Philippines",33.0,5.0-5.9,1983-Sep-16
18.231,120.86,6.5,ms,1983-08-17 12:17:56.010000+00:00,"16 km ENE of Piddig, Philippines",28.8,6.0-6.9,1983-Aug-17
14.978,119.863,5.1,ms,1983-08-12 07:42:12.460000+00:00,"23 km W of San Nicolas, Philippines",32.3,5.0-5.9,1983-Aug-12
18.828,120.957,5.6,mb,1983-08-11 12:02:58.890000+00:00,"27 km NNW of Claveria, Philippines",14.8,5.0-5.9,1983-Aug-11
18.729,120.998,5.0,mb,1983-08-11 05:16:49.250000+00:00,"16 km NW of Claveria, Philippines",27.9,5.0-5.9,1983-Aug-11
12.5,123.938,5.1,mb,1983-08-05 18:08:14.670000+00:00,"11 km S of Quezon, Philippines",32.5,5.0-5.9,1983-Aug-05
18.725,121.449,5.1,mb,1983-06-30 06:53:26.890000+00:00,"27 km NNE of Santa Cruz, Philippines",67.2,5.0-5.9,1983-Jun-30
13.833,120.749,5.5,mb,1983-06-01 01:36:58.170000+00:00,"5 km ESE of Hukay, Philippines",236.4,5.0-5.9,1983-Jun-01
15.505,121.788,5.0,mb,1983-05-28 18:32:42.990000+00:00,"37 km SE of Suklayin, Philippines",33.0,5.0-5.9,1983-May-28
15.071,119.94,5.1,mb,1983-05-10 18:56:12.500000+00:00,"14 km W of Poblacion, San Felipe, Philippines",74.5,5.0-5.9,1983-May-10
15.439,121.711,5.6,ms,1983-05-06 18:24:18.400000+00:00,"34 km E of Dingalan, Philippines",33.0,5.0-5.9,1983-May-06
12.787,123.052,5.1,mb,1983-04-25 19:03:48.570000+00:00,"23 km WSW of Mabiton, Philippines",28.6,5.0-5.9,1983-Apr-25
13.112,121.957,5.2,mb,1983-04-15 14:21:49.670000+00:00,"12 km S of Yook, Philippines",39.2,5.0-5.9,1983-Apr-15
12.91,122.94,5.7,ms,1983-03-17 18:10:47.180000+00:00,"20 km S of San Rafael, Philippines",33.0,5.0-5.9,1983-Mar-17
14.92,120.353,5.4,mb,1982-12-29 14:05:41.210000+00:00,"10 km NW of San Benito, Philippines",109.5,5.0-5.9,1982-Dec-29
13.149,124.237,5.1,mb,1982-09-06 01:10:13.760000+00:00,"12 km ESE of Rapu-Rapu, Philippines",20.8,5.0-5.9,1982-Sep-06
17.989,120.764,5.1,mb,1982-08-17 09:40:26.490000+00:00,"7 km S of Padong, Philippines",33.0,5.0-5.9,1982-Aug-17
14.21,120.604,5.3,mb,1982-07-06 14:53:33.590000+00:00,"5 km NNW of Looc, Philippines",148.5,5.0-5.9,1982-Jul-06
14.292,125.513,5.0,mb,1982-06-27 23:04:25.690000+00:00,"133 km ENE of Gigmoto, Philippines",33.0,5.0-5.9,1982-Jun-27
17.852,120.084,5.2,mb,1982-05-23 13:41:47.500000+00:00,"34 km WNW of Puro Pinget, Philippines",31.8,5.0-5.9,1982-May-23
14.924,120.096,5.2,mb,1982-05-15 16:58:29.230000+00:00,"2 km SSE of San Antonio, Philippines",65.1,5.0-5.9,1982-May-15
13.832,123.692,5.0,mb,1982-03-12 06:06:48.640000+00:00,"5 km S of Garchitorena, Philippines",10.0,5.0-5.9,1982-Mar-12
13.913,123.571,5.7,ms,1982-03-12 05:27:42.770000+00:00,"13 km WNW of Garchitorena, Philippines",10.0,5.0-5.9,1982-Mar-12
13.932,123.544,5.0,mb,1982-03-11 23:40:18.850000+00:00,"17 km WNW of Garchitorena, Philippines",10.0,5.0-5.9,1982-Mar-11
18.61,120.989,5.2,mb,1982-01-30 11:40:45.740000+00:00,"9 km W of Claveria, Philippines",34.0,5.0-5.9,1982-Jan-30
14.085,124.347,6.4,ms,1982-01-24 06:08:56.660000+00:00,"19 km ENE of Pandan, Philippines",37.2,6.0-6.9,1982-Jan-24
13.945,124.407,5.9,mb,1982-01-11 06:49:18.940000+00:00,"12 km ENE of Panganiban, Philippines",33.0,5.0-5.9,1982-Jan-11
14.006,124.483,5.3,mb,1982-01-11 06:41:09.700000+00:00,"23 km ENE of Panganiban, Philippines",29.7,5.0-5.9,1982-Jan-11
13.752,124.358,7.1,ms,1982-01-11 06:10:06.490000+00:00,"4 km SW of Gigmoto, Philippines",45.7,7.0-7.9,1982-Jan-11
13.246,121.011,5.0,mb,1981-12-20 01:21:41.530000+00:00,"11 km W of Aurora, Philippines",67.6,5.0-5.9,1981-Dec-20
18.752,120.839,6.5,ms,1981-11-22 15:05:20.560000+00:00,"21 km NNE of Pagudpud, Philippines",24.0,6.0-6.9,1981-Nov-22
15.431,121.513,5.1,mb,1981-11-17 21:31:02.520000+00:00,"13 km ENE of Dingalan, Philippines",59.2,5.0-5.9,1981-Nov-17
15.059,119.865,5.0,mb,1981-11-07 05:29:24.480000+00:00,"22 km W of Poblacion, San Felipe, Philippines",51.1,5.0-5.9,1981-Nov-07
13.697,120.825,5.0,mb,1981-10-26 13:32:44.610000+00:00,"6 km NW of Tingloy, Philippines",172.3,5.0-5.9,1981-Oct-26
13.945,120.769,5.0,mb,1981-10-03 16:48:41.200000+00:00,"3 km SSW of Calantas, Philippines",237.9,5.0-5.9,1981-Oct-03
14.225,119.215,5.3,mb,1981-09-21 07:44:32.850000+00:00,"97 km WNW of Cabra, Philippines",33.0,5.0-5.9,1981-Sep-21
14.868,119.901,5.1,mb,1981-08-01 07:09:08.540000+00:00,"20 km WSW of San Nicolas, Philippines",37.0,5.0-5.9,1981-Aug-01
14.635,120.246,5.3,mb,1981-07-22 18:31:38.100000+00:00,"5 km SSW of Morong, Philippines",69.0,5.0-5.9,1981-Jul-22
13.349,120.56,5.4,mb,1981-05-02 11:54:39.440000+00:00,"10 km W of Cabacao, Philippines",60.1,5.0-5.9,1981-May-02
14.275,119.194,5.7,mb,1981-04-11 05:29:33.340000+00:00,"101 km WNW of Cabra, Philippines",33.0,5.0-5.9,1981-Apr-11
14.945,123.451,5.4,ms,1981-04-10 21:43:01.940000+00:00,"98 km NE of Sabang Indan, Philippines",34.4,5.0-5.9,1981-Apr-10
12.419,119.954,5.2,mb,1981-03-27 16:12:49.590000+00:00,"22 km NNE of Buluang, Philippines",41.4,5.0-5.9,1981-Mar-27
13.898,120.706,5.6,mb,1981-03-13 18:21:39.840000+00:00,"5 km SSW of Balayan, Philippines",143.9,5.0-5.9,1981-Mar-13
14.347,119.15,5.1,mb,1981-01-31 09:17:18.200000+00:00,"109 km WNW of Cabra, Philippines",33.0,5.0-5.9,1981-Jan-31
13.892,120.725,5.7,mb,1980-09-19 08:45:46.500000+00:00,"5 km S of Balayan, Philippines",148.0,5.0-5.9,1980-Sep-19
17.099,122.5,5.1,mb,1980-08-23 19:39:20.900000+00:00,"9 km ENE of Dicabisagan, Philippines",28.0,5.0-5.9,1980-Aug-23
14.94,122.815,5.2,mb,1980-07-04 22:23:33.500000+00:00,"53 km ENE of Casuguran, Philippines",63.0,5.0-5.9,1980-Jul-04
13.479,124.724,5.1,ms,1980-04-09 17:33:00.800000+00:00,"48 km ESE of Bato, Philippines",40.0,5.0-5.9,1980-Apr-09
15.997,122.001,5.0,mb,1980-04-02 18:52:17.400000+00:00,"47 km SE of Dumabato, Philippines",33.0,5.0-5.9,1980-Apr-02
16.129,121.962,6.3,ms,1980-03-31 12:41:47.700000+00:00,"34 km SE of Dumabato, Philippines",43.0,6.0-6.9,1980-Mar-31
13.453,120.559,5.1,mb,1980-03-22 15:53:56.900000+00:00,"11 km ENE of Paluan, Philippines",69.0,5.0-5.9,1980-Mar-22
13.41,123.734,5.1,mb,1980-01-06 16:49:41+00:00,"2 km E of Baybay, Philippines",37.0,5.0-5.9,1980-Jan-06
13.954,124.502,5.4,ms,1979-12-27 18:23:02.600000+00:00,"22 km ENE of Viga, Philippines",33.0,5.0-5.9,1979-Dec-27
13.642,120.698,5.0,mb,1979-12-14 08:48:53.300000+00:00,"18 km W of Tingloy, Philippines",96.0,5.0-5.9,1979-Dec-14
13.708,120.875,5.1,mb,1979-08-19 10:06:33+00:00,"1 km WSW of Bagalangit, Philippines",162.0,5.0-5.9,1979-Aug-19
16.099,119.65,5.1,mb,1979-08-08 09:26:02.700000+00:00,"14 km WSW of Aloleng, Philippines",54.0,5.0-5.9,1979-Aug-08
13.922,124.569,5.0,mb,1979-07-28 15:03:11.100000+00:00,"24 km NE of Gigmoto, Philippines",33.0,5.0-5.9,1979-Jul-28
13.415,120.635,5.0,mb,1979-07-26 08:31:20.900000+00:00,"9 km NNW of Cabacao, Philippines",32.0,5.0-5.9,1979-Jul-26
13.929,124.605,5.1,mb,1979-07-22 15:46:36.600000+00:00,"28 km NE of Gigmoto, Philippines",39.0,5.0-5.9,1979-Jul-22
13.858,124.537,5.5,ms,1979-07-22 05:31:33.300000+00:00,"18 km ENE of Gigmoto, Philippines",48.0,5.0-5.9,1979-Jul-22
10.543,122.543,5.4,ms,1979-04-12 15:37:59.400000+00:00,"3 km NNE of Nueva Valencia, Philippines",48.0,5.0-5.9,1979-Apr-12
12.829,124.599,5.7,ms,1979-02-23 22:36:30.600000+00:00,"30 km ENE of Biri, Philippines",26.0,5.0-5.9,1979-Feb-23
15.503,119.154,5.1,mb,1979-02-13 21:35:06+00:00,"80 km W of Palauig, Philippines",26.0,5.0-5.9,1979-Feb-13
10.562,122.493,5.1,mb,1978-11-17 07:18:29.500000+00:00,"7 km NW of Nueva Valencia, Philippines",66.0,5.0-5.9,1978-Nov-17
13.118,122.714,5.0,mb,1978-11-15 14:08:43.600000+00:00,"11 km SE of Talisay, Philippines",33.0,5.0-5.9,1978-Nov-15
16.495,122.065,5.1,mb,1978-10-06 16:08:39.900000+00:00,"22 km E of Minuri, Philippines",16.0,5.0-5.9,1978-Oct-06
10.371,122.549,5.2,mb,1978-09-06 14:46:38.500000+00:00,"5 km SE of La Paz, Philippines",52.0,5.0-5.9,1978-Sep-06
16.457,120.486,5.2,mb,1978-08-20 21:39:27+00:00,"2 km NNE of Nangalisan, Philippines",29.0,5.0-5.9,1978-Aug-20
13.31,120.909,5.0,mb,1978-08-14 07:01:49.800000+00:00,"17 km SW of San Teodoro, Philippines",256.0,5.0-5.9,1978-Aug-14
15.68,119.75,5.0,mb,1978-08-04 00:05:29.200000+00:00,"15 km WSW of Bolitoc, Philippines",33.0,5.0-5.9,1978-Aug-04
15.589,119.207,5.4,mb,1978-07-16 03:05:01.100000+00:00,"72 km SW of Ilioilio, Philippines",61.0,5.0-5.9,1978-Jul-16
12.131,124.028,5.3,mb,1978-07-14 17:12:55+00:00,"8 km NE of Pawican, Philippines",33.0,5.0-5.9,1978-Jul-14
13.923,120.677,5.4,mb,1978-06-28 04:51:41+00:00,"2 km SE of Bungahan, Philippines",168.0,5.0-5.9,1978-Jun-28
14.591,119.954,5.3,mb,1978-03-31 03:22:16.800000+00:00,"33 km WSW of Sabang, Philippines",57.0,5.0-5.9,1978-Mar-31
17.106,122.41,5.3,mb,1978-03-21 13:42:32.500000+00:00,"2 km NNW of Dicabisagan, Philippines",43.0,5.0-5.9,1978-Mar-21
13.269,123.723,5.1,mb,1978-03-17 23:47:44.300000+00:00,"2 km SW of San Roque, Philippines",107.0,5.0-5.9,1978-Mar-17
12.7,125.151,5.2,mb,1978-03-11 03:12:46.900000+00:00,"12 km ENE of Cabodiongan, Philippines",33.0,5.0-5.9,1978-Mar-11
12.74,125.187,5.2,mb,1978-03-11 02:59:24.700000+00:00,"17 km ENE of Cabodiongan, Philippines",33.0,5.0-5.9,1978-Mar-11
18.793,121.895,6.0,ms,1978-01-06 04:41:22.200000+00:00,"41 km NW of San Vicente, Philippines",33.0,6.0-6.9,1978-Jan-06
14.707,123.63,5.3,mb,1977-12-26 09:39:26.100000+00:00,"91 km N of Garchitorena, Philippines",33.0,5.0-5.9,1977-Dec-26
12.23,123.908,5.3,ms,1977-11-08 03:47:20.300000+00:00,"6 km NE of Dimasalang, Philippines",33.0,5.0-5.9,1977-Nov-08
15.535,123.044,5.1,mb,1977-10-30 20:52:56.100000+00:00,"115 km NE of Casuguran, Philippines",58.0,5.0-5.9,1977-Oct-30
13.328,124.486,5.5,ms,1977-10-08 21:06:52.800000+00:00,"36 km SSE of Bato, Philippines",32.0,5.0-5.9,1977-Oct-08
11.573,121.567,5.6,ms,1977-10-02 13:02:57.200000+00:00,"35 km SSE of Jarigue, Philippines",33.0,5.0-5.9,1977-Oct-02
17.441,119.869,6.2,ms,1977-08-29 14:23:40.500000+00:00,"54 km W of Fuerte, Philippines",12.0,6.0-6.9,1977-Aug-29
